,composition,UUID,cell,positions,numbers
51375,Re2ZnAs,42bb7ed3-1662-48e8-a077-a984f5eab0ca,"[[3.0609541, 3.0609541, -0.0], [-3.0609541, 3.0609541, -0.0], [-0.0, -0.0, 6.14696908]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 30 30 33 33]
30884,Nb2CuAs,4386c4c0-3bd4-49ca-bd34-4bbb4ec08f4a,"[[2.81668818, 2.81668818, 0.0], [-2.81668818, 2.81668818, 0.0], [0.0, -0.0, 8.04777677]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 29 29 33 33]
96119,Re2VPb,6dd90626-23bd-4f1c-8558-f5cd768fd474,"[[2.81108707, 2.81108707, 0.0], [-2.81108707, 2.81108707, -0.0], [0.0, 0.0, 8.33004149]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 23 23 82 82]
23790,ZnVGe,9635e7ab-930f-4406-860e-cd2b537f7e85,"[[2.4757213, 2.4757213, 0.0], [-2.4757213, 2.4757213, -0.0], [0.0, 0.0, 8.85979924]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 23 23 32 32]
6416,V2ZnSi,261f5cf3-ed40-423d-a640-a9956c3edb88,"[[2.60690088, 2.60690088, 0.0], [-2.60690088, 2.60690088, 0.0], [0.0, 0.0, 7.79760052]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[23 23 23 23 30 30 14 14]
71383,Mn2OsP,4bf0071c-a907-4c92-811c-199ab32f0bb4,"[[0.0, 2.88702989, 2.88702989], [2.88702989, 0.0, 2.88702989], [2.88702989, 2.88702989, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.7499999999999999, 0.7499999999999999, 0.7499999999999999], [0.0, 0.0, 0.0]]",[25 25 76 15]
96463,Re2ZnGe,da1ad519-090d-4d1f-8983-4c0aaf99f171,"[[2.80021076, 2.80021076, 0.0], [-2.80021076, 2.80021076, 0.0], [-0.0, -0.0, 7.51630124]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[75 75 75 75 30 30 32 32]
24318,ZnCoIn,0d55213c-c41f-462a-ad00-09d6bd904c01,"[[2.65452509, 2.65452509, 0.0], [-2.65452509, 2.65452509, -0.0], [0.0, 0.0, 7.59619812]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[30 30 27 27 49 49]
87081,Rh2CdSb,a62c38ec-0078-4c02-8f9e-ada0af77eae9,"[[2.76588947, 2.76588947, 0.0], [-2.76588947, 2.76588947, 0.0], [0.0, 0.0, 9.08062378]]","[[0.5, 4.0139818914208336e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 4.0139818914208336e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[45 45 45 45 48 48 51 51]
86325,Rh2FeGe,6bd7252b-f621-4f78-b351-8ba9bbd92a56,"[[2.65471579, 2.65471579, -0.0], [-2.65471579, 2.65471579, 0.0], [0.0, 0.0, 7.79393546]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 26 26 32 32]
97474,Os2CrAs,7681c0d2-322a-47c8-b4df-5c40a4818bb0,"[[2.64541403, 2.64541403, 0.0], [-2.64541403, 2.64541403, 0.0], [-0.0, -0.0, 7.92441635]]","[[0.5000000000000001, 4.1967836113168146e-17, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5000000000000002, 0.5000000000000002, 0.0], [0.5000000000000001, 4.1967836113168146e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5000000000000002, 0.5000000000000002, 0.5]]",[76 76 76 76 24 24 33 33]
253,ScVGa,83c4a8c2-bc55-4187-bc76-ae1c98415137,"[[2.51984601, 2.51984601, -0.0], [-2.51984601, 2.51984601, 0.0], [-0.0, -0.0, 9.37520815]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 23 23 31 31]
55856,Pt2ScAs,a82ce12d-cf2e-4b76-b2c6-4ef0ee3d18ba,"[[2.79730521, 2.79730521, -0.0], [-2.79730521, 2.79730521, -0.0], [0.0, 0.0, 8.55026758]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 21 21 33 33]
27550,Y2HfBi,4063bf31-a51a-4eca-ac5b-390b02b366a3,"[[3.28004547, 3.28004547, -0.0], [-3.28004547, 3.28004547, -0.0], [0.0, 0.0, 10.08542593]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 72 72 83 83]
50786,ReTiSn,d0fd0c39-268f-4dc3-ae07-393e6da3ecad,"[[3.13657975, 3.13657975, 0.0], [-3.13657975, 3.13657975, -0.0], [-0.0, -0.0, 6.28249922]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 22 22 50 50]
73729,Co2AgGa,f001bd0e-cbcd-41c4-a0ea-6627198e6d15,"[[2.69982807, 2.69982807, -0.0], [-2.69982807, 2.69982807, -0.0], [0.0, 0.0, 7.32334037]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 47 47 31 31]
58038,Au2MnAs,f8120c93-542d-4772-a143-51e4153cbe35,"[[2.8180965, 2.8180965, 0.0], [-2.8180965, 2.8180965, 0.0], [0.0, 0.0, 8.83853256]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 25 25 33 33]
32907,MoCuSi,09d11c2c-55d2-4529-af06-3064224713e2,"[[2.51251506, 2.51251506, -0.0], [-2.51251506, 2.51251506, 0.0], [0.0, 0.0, 7.4703511]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 29 29 14 14]
96897,Re2CdAs,77a5a507-f7ae-4c27-ba85-e0687cdc435c,"[[-0.0, 3.22232308, 3.22232308], [3.22232308, -0.0, 3.22232308], [3.22232308, 3.22232308, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.7500000000000001, 0.7500000000000001, 0.7500000000000001], [0.0, 0.0, 0.0]]",[75 75 48 33]
10748,CrAuPb,8aeaccf5-ed2a-4006-8ce0-6e6c49c68a1c,"[[3.2322492, 3.2322492, -0.0], [-3.2322492, 3.2322492, 0.0], [-0.0, 0.0, 6.46695907]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]",[24 24 79 79 82 82]
74514,Ni2CrTl,37586fad-90ef-4c88-b1b5-5a68a7c9234e,"[[2.69007459, 2.69007459, 0.0], [-2.69007459, 2.69007459, 0.0], [-0.0, -0.0, 8.0015657]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 28 28 24 24 81 81]
18004,Co2RhAs,1b19bce2-31e3-4aca-82e1-14fee829d6cb,"[[2.5964454, 2.5964454, 0.0], [-2.5964454, 2.5964454, 0.0], [0.0, -0.0, 7.5465]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 45 45 33 33]
16856,CoCrPb,bf0752d8-cadb-4ced-b820-9a60a9359b2d,"[[2.97199173, 2.97199173, 0.0], [-2.97199173, 2.97199173, 0.0], [-0.0, -0.0, 5.95413443]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 24 24 82 82]
41271,AgCdAl,122422c0-6535-4ad4-9122-570fad8f09aa,"[[0.0, 3.18869428, 3.18869428], [3.18869428, 0.0, 3.18869428], [3.18869428, 3.18869428, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[47 48 13]
57074,PtAgSn,095332d7-8ba4-4dfd-81a0-a30106b40e73,"[[3.20480516, 3.20480516, 0.0], [-3.20480516, 3.20480516, 0.0], [0.0, 0.0, 6.2447237]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 47 47 50 50]
16480,Co2TiGa,c705787e-965b-4402-8412-335395c1758b,"[[2.48169138, 2.48169138, 0.0], [-2.48169138, 2.48169138, -0.0], [0.0, 0.0, 8.10887138]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 22 22 31 31]
49019,WMnAs,6b6111e2-284f-4da4-ac6d-9b4f43cc16bd,"[[2.57103257, 2.57103257, -0.0], [-2.57103257, 2.57103257, 0.0], [-0.0, -0.0, 7.25810999]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[74 74 25 25 33 33]
102745,Au2ReAl,205ec29f-8463-4107-a899-3b9bc2ef739c,"[[2.89170674, 2.89170674, 0.0], [-2.89170674, 2.89170674, 0.0], [0.0, 0.0, 7.80520353]]","[[0.4999999999999999, 3.8393347750925685e-17, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 3.8393347750925685e-17, 0.7499999999999998], [0.9999999999999999, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]",[79 79 79 79 75 75 13 13]
35364,RuAgSb,624ce568-308c-4268-bfed-0176dc5d5b6f,"[[3.12601378, 3.12601378, -0.0], [-3.12601378, 3.12601378, -0.0], [0.0, 0.0, 6.21765289]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 47 47 51 51]
17299,Co2NiPb,be861913-fd36-4ca6-ba7d-23e220e805cd,"[[2.74416191, 2.74416191, -0.0], [-2.74416191, 2.74416191, -0.0], [-0.0, -0.0, 7.31364499]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[27 27 27 27 28 28 82 82]
66939,Ti2IrAl,70778123-ed71-496f-8199-3702857d0353,"[[0.0, 3.12450773, 3.12450773], [3.12450773, 0.0, 3.12450773], [3.12450773, 3.12450773, -0.0]]","[[0.25000000000000017, 0.25000000000000017, 0.24999999999999983], [0.5000000000000002, 0.5000000000000002, 0.4999999999999998], [0.7500000000000004, 0.7500000000000004, 0.7499999999999997], [0.0, 0.0, 0.0]]",[22 22 77 13]
39155,Pd2HfTl,24082f78-58cb-434c-b481-673ca2d90745,"[[3.30770614, 3.30770614, 0.0], [-3.30770614, 3.30770614, -0.0], [0.0, 0.0, 6.69684057]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 46 46 72 72 81 81]
12880,Mn2AgSn,020887cd-b76a-491a-bdb2-f0606c329aa0,"[[2.92521403, 2.92521403, -0.0], [-2.92521403, 2.92521403, -0.0], [-0.0, -0.0, 7.82512275]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 47 47 50 50]
53816,Os3Si,96282376-17ef-4ad9-9d43-6cb62def3358,"[[2.68980368, 2.68980368, 0.0], [-2.68980368, 2.68980368, -0.0], [-0.0, 0.0, 7.72025727]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 76 76 14 14]
96096,Re2VGe,f39ab8fa-6804-41b7-ba0e-9ef04e44e191,"[[2.62249618, 2.62249618, 0.0], [-2.62249618, 2.62249618, -0.0], [0.0, 0.0, 8.38918302]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 23 23 32 32]
31410,Nb2RhSb,9dd9fb7a-1eef-4ca9-894c-020e70bb3a50,"[[2.79198188, 2.79198188, 0.0], [-2.79198188, 2.79198188, 0.0], [-0.0, -0.0, 9.02368703]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 45 45 51 51]
68515,V2AuAs,0d0ab8b2-9949-46d4-98d4-91805ad703a1,"[[2.70856068, 2.70856068, -0.0], [-2.70856068, 2.70856068, -0.0], [0.0, 0.0, 8.46680234]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 79 79 33 33]
66517,TiPdSn,752f2f2a-547a-47ac-a02c-a9a787b8afa5,"[[2.91022198, 2.91022198, -0.0], [-2.91022198, 2.91022198, -0.0], [0.0, 0.0, 7.44946435]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999998, 0.49999999999999983, 0.7500000000000002], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[22 22 46 46 50 50]
64127,LuReGa,26e729b1-771f-4225-a45f-248f87901624,"[[2.54003433, 2.54003433, 0.0], [-2.54003433, 2.54003433, -0.0], [-0.0, -0.0, 9.65238532]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 75 75 31 31]
73988,Co2TaSb,49cb466e-0abb-4050-a68d-eb6b041e528d,"[[2.6822325, 2.6822325, -0.0], [-2.6822325, 2.6822325, -0.0], [-0.0, -0.0, 8.19846963]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 73 73 51 51]
79626,Zr2TiAl,ef254cda-2188-469a-9af0-7a1145c1d547,"[[2.9612404, 2.9612404, -0.0], [-2.9612404, 2.9612404, -0.0], [-0.0, -0.0, 8.99778826]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 22 22 13 13]
25857,ZnPtGe,510437bf-cea0-427e-90ad-728ae4226794,"[[2.5746576, 2.5746576, 0.0], [-2.5746576, 2.5746576, -0.0], [0.0, 0.0, 8.14124455]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 78 78 32 32]
31482,Nb2PdPb,eff52fca-aa80-4621-9bed-77c1bd32c61f,"[[2.85016677, 2.85016677, 0.0], [-2.85016677, 2.85016677, -0.0], [0.0, 0.0, 9.19475489]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 46 46 82 82]
53178,Os2NbAs,8baf59fd-54b3-4231-9aa7-6aa905807e65,"[[2.87389789, 2.87389789, 0.0], [-2.87389789, 2.87389789, -0.0], [-0.0, -0.0, 7.5712052]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 41 41 33 33]
31107,Nb2ZrSi,751e4235-3c4e-4017-ac8a-527967d7ad57,"[[2.78625634, 2.78625634, -0.0], [-2.78625634, 2.78625634, -0.0], [0.0, 0.0, 9.38056482]]","[[0.5, 3.984640640154296e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.5, 3.984640640154296e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[41 41 41 41 40 40 14 14]
62221,LaAuSb,45b75151-9b25-41e8-98df-d0883167fe97,"[[4.07503693, 4.07503693, -0.0], [-4.07503693, 4.07503693, 0.0], [0.0, -0.0, 5.78650213]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 79 79 51 51]
20081,NiNbTl,948f0a2f-8a4a-4484-8a57-e9f305dfd610,"[[3.02598705, 3.02598705, 0.0], [-3.02598705, 3.02598705, -0.0], [0.0, 0.0, 6.05560011]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 41 41 81 81]
94723,Ta2AuIn,4b4f6ff5-cddf-4715-a510-74cf1bcf6a3a,"[[2.90522525, 2.90522525, -0.0], [-2.90522525, 2.90522525, -0.0], [-0.0, -0.0, 8.87241959]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[73 73 73 73 79 79 49 49]
85095,Ru2MoGe,9a34ed3a-983b-472e-ab32-5e9d8135f079,"[[2.64021356, 2.64021356, -0.0], [-2.64021356, 2.64021356, 0.0], [-0.0, -0.0, 8.28840272]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 44 44 42 42 32 32]
2067,Sc2HfAs,f1cda62a-f6dd-4021-ba6c-f367475c34b5,"[[2.92165948, 2.92165948, 0.0], [-2.92165948, 2.92165948, -0.0], [-0.0, -0.0, 9.49554342]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[21 21 21 21 72 72 33 33]
76402,Cu2WSi,78b00bf5-83f5-4811-a978-fd832820224d,"[[2.66840695, 2.66840695, -0.0], [-2.66840695, 2.66840695, 0.0], [-0.0, -0.0, 7.41039355]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[29 29 29 29 74 74 14 14]
102828,Au2OsTl,e90155b2-c184-438a-9291-0cf3e10a539e,"[[3.03287006, 3.03287006, -0.0], [-3.03287006, 3.03287006, 0.0], [-0.0, -0.0, 7.92442948]]","[[0.5, 3.6606349848867466e-17, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.5, 3.6606349848867466e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]",[79 79 79 79 76 76 81 81]
16889,Co2MnSi,de46805a-bd68-446f-963c-c23c60fbf357,"[[0.0, 2.81315035, 2.81315035], [2.81315035, 0.0, 2.81315035], [2.81315035, 2.81315035, -0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[27 27 25 14]
82924,Mo2TiAs,4533a89a-0aac-4a62-85f3-310a815f04e2,"[[2.7229784, 2.7229784, 0.0], [-2.7229784, 2.7229784, 0.0], [-0.0, -0.0, 8.3449812]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 42 42 22 22 33 33]
11112,Mn2VAs,7f3a481a-53f0-4dca-bc1e-bbc94d65a13a,"[[0.0, 2.86403437, 2.86403437], [2.86403437, 0.0, 2.86403437], [2.86403437, 2.86403437, -0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[25 25 23 33]
34372,Ru2VSb,acc039d9-3d9d-4d80-8c12-ed2ad8597bb7,"[[2.94606176, 2.94606176, 0.0], [-2.94606176, 2.94606176, -0.0], [-0.0, -0.0, 7.00679466]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 44 44 23 23 51 51]
25919,ZnAuGa,7c86cb82-59b3-45ab-87d6-adeeeebf71e0,"[[0.0, 3.05085945, 3.05085945], [3.05085945, 0.0, 3.05085945], [3.05085945, 3.05085945, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[30 79 31]
63264,Lu2ZrGa,95315974-3c37-44e6-b505-fa73d414ce23,"[[3.1193337, 3.1193337, 0.0], [-3.1193337, 3.1193337, 0.0], [0.0, 0.0, 9.49871016]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 71 71 40 40 31 31]
29039,Zr3Ga,e77a63b5-17d3-4aa8-9df6-6f2bd5f3e84c,"[[3.01123784, 3.01123784, -0.0], [-3.01123784, 3.01123784, 0.0], [-0.0, -0.0, 9.23254644]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 40 40 31 31]
